timestamp,right_ascension,declination,brightness,luminosity,temperature,radiation_level,redshift,proper_motion,parallax
2025-10-23T20:01:06.791Z,264.984349,-79.861245,2416.73,1424806.40,5516.54,109.15,0.100365,0.7326,12.8575
2025-10-23T19:01:06.791Z,330.424017,37.721233,2212.46,1270671.67,6820.36,113.58,0.164056,6.8083,12.8679
2025-10-23T18:01:06.791Z,181.067626,-27.462882,2110.62,1328559.63,6487.74,116.68,0.119320,2.0007,5.9659
2025-10-23T17:01:06.791Z,62.693545,-35.615741,2440.49,1286104.48,5206.58,111.51,0.164730,19.8984,5.1525
2025-10-23T16:01:06.791Z,252.734450,33.501952,2074.51,1025773.92,5289.16,96.19,0.165561,9.0638,10.0937
2025-10-23T15:01:06.791Z,278.797552,-43.644882,2593.25,1345783.44,5742.54,93.42,0.025803,1.9688,10.9655
2025-10-23T14:01:06.791Z,159.163456,-11.511233,2325.95,1405109.46,5602.69,95.08,0.177936,5.8438,7.9038
2025-10-23T13:01:06.791Z,28.471289,-28.568616,2727.58,1099052.18,6734.90,89.26,0.145688,6.2610,9.5671
2025-10-23T12:01:06.791Z,224.858336,-63.059800,2472.93,1485765.56,6736.55,102.82,0.011253,1.7252,8.0229
2025-10-23T11:01:06.791Z,20.791194,-82.184436,2323.43,1152183.00,5525.20,89.52,0.199410,18.0327,6.3683
2025-10-23T10:01:06.791Z,251.016734,5.286987,2285.45,1284900.27,5148.05,107.45,0.009209,1.9155,11.0869
2025-10-23T09:01:06.791Z,267.556533,26.668714,2768.40,1176930.08,6932.74,103.71,0.162158,10.2984,7.0366
2025-10-23T08:01:06.791Z,319.502798,-80.700868,7571.06,1318286.21,6194.57,261.58,0.101825,11.2691,6.2548
2025-10-23T07:01:06.791Z,320.154410,88.599632,2850.23,1376653.67,5595.33,100.83,0.118615,10.5009,5.1760
2025-10-23T06:01:06.791Z,322.010903,74.018738,2499.07,1449964.19,5843.28,101.37,0.196616,9.3606,11.2795
2025-10-23T05:01:06.791Z,251.934903,-6.092639,2004.21,1228359.58,6177.15,91.70,0.000598,2.7926,14.1900
2025-10-23T04:01:06.791Z,94.663302,-4.249384,2197.72,1059861.38,6529.16,93.81,0.028061,8.1996,7.5416
2025-10-23T03:01:06.791Z,212.380127,-71.487200,2101.35,1222748.43,5673.32,85.39,0.135144,12.8557,8.6970
2025-10-23T02:01:06.791Z,185.766670,2.586400,2928.37,1494452.33,6025.92,88.40,0.049838,6.3329,14.5843
2025-10-23T01:01:06.791Z,317.375029,-27.684892,2037.46,1394794.50,5743.17,90.47,0.187435,1.9567,10.2655
2025-10-23T00:01:06.791Z,358.926189,-71.809452,2604.43,1240282.30,6217.22,90.63,0.042599,2.6789,12.4343
2025-10-22T23:01:06.791Z,73.167090,-76.024523,2681.57,1140347.84,5400.02,109.59,0.149610,6.8751,7.8723
2025-10-22T22:01:06.791Z,9.895598,70.441794,2033.03,1132099.61,5208.00,89.05,0.017342,5.0451,12.5972
2025-10-22T21:01:06.791Z,325.594802,70.064920,2194.37,1309782.34,6271.09,85.45,0.082605,7.9516,13.5686
2025-10-22T20:01:06.791Z,225.588719,67.337139,2786.66,1034187.20,5316.26,115.97,0.148483,16.8430,5.7137
2025-10-22T19:01:06.791Z,224.129285,33.642462,2810.15,1426803.10,5465.96,86.67,0.112824,0.1005,13.1469
2025-10-22T18:01:06.791Z,53.941672,71.418925,2181.27,1059598.20,5205.23,82.84,0.030529,12.8871,6.9253
2025-10-22T17:01:06.791Z,293.850660,4.643164,2929.39,1468054.50,6030.75,114.93,0.123702,1.5977,14.6771
2025-10-22T16:01:06.791Z,95.097983,-36.843357,2807.67,1247479.62,5451.51,90.71,0.079301,14.7327,12.3590
2025-10-22T15:01:06.791Z,251.489805,78.571695,2634.69,1116939.99,5485.06,94.90,0.135132,15.8619,11.8109
2025-10-22T14:01:06.791Z,345.230573,4.989730,2842.31,1339034.85,5197.78,103.37,0.030790,3.3963,8.6109
2025-10-22T13:01:06.791Z,327.470075,-81.942095,2239.03,1366927.78,6742.44,93.69,0.146038,19.2652,5.4049
2025-10-22T12:01:06.791Z,97.937664,-89.132532,2543.04,1286045.95,5256.19,95.22,0.194149,3.6598,5.4165
2025-10-22T11:01:06.791Z,17.002555,-33.783924,2546.86,1086287.85,6700.29,115.57,0.179511,8.1991,12.8106
2025-10-22T10:01:06.791Z,163.159693,43.640594,832.23,1485076.18,5130.62,408.02,0.174303,18.3230,9.4629
2025-10-22T09:01:06.791Z,157.993729,14.022786,2552.28,1371674.75,6238.83,89.22,0.122234,4.8684,5.8901
2025-10-22T08:01:06.791Z,194.320297,22.867992,2571.89,1209431.07,5200.39,90.12,0.146806,13.6414,13.4477
2025-10-22T07:01:06.791Z,322.872922,-16.156880,1616.41,1094080.43,5010.02,164.58,0.126118,8.6074,8.9099
2025-10-22T06:01:06.791Z,113.306215,27.036917,2862.05,1117807.64,5497.56,118.30,0.191670,3.5593,10.0299
2025-10-22T05:01:06.791Z,29.500932,32.270121,2963.21,1003247.16,5326.17,119.73,0.017329,16.0497,5.7742
2025-10-22T04:01:06.791Z,134.966917,-76.117162,2072.62,1300870.10,6148.49,118.45,0.191234,2.9822,5.3804
2025-10-22T03:01:06.791Z,151.509090,76.139316,2453.32,1031061.51,5529.49,89.75,0.080084,16.3125,11.5281
2025-10-22T02:01:06.791Z,36.590717,5.353810,2573.96,1456028.82,5257.61,106.32,0.054702,2.5546,5.3549
2025-10-22T01:01:06.791Z,322.167422,-23.538887,2987.70,1042335.31,6689.16,116.51,0.154909,1.1444,12.8559
2025-10-22T00:01:06.791Z,97.945872,-50.961676,2428.44,1106697.47,6975.61,109.15,0.122070,9.0643,14.1787
2025-10-21T23:01:06.791Z,1.462618,10.148343,2646.63,1068947.79,6120.10,97.09,0.162089,1.7237,11.1294
2025-10-21T22:01:06.791Z,358.105224,-74.099585,2606.53,1497367.95,5836.87,92.39,0.127564,16.3947,8.2777
2025-10-21T21:01:06.791Z,84.637748,-76.221466,2373.58,1237858.31,5551.71,96.33,0.171255,13.0500,14.9918
2025-10-21T20:01:06.791Z,36.627029,9.263574,2559.92,1033210.28,6611.47,101.91,0.076063,10.1840,9.1662
2025-10-21T19:01:06.791Z,72.824133,-31.140909,2940.21,1143986.28,6485.22,111.31,0.130096,10.7184,5.4029
2025-10-21T18:01:06.791Z,191.124479,-53.768569,2644.91,1287990.15,5093.13,98.94,0.018326,7.0921,7.6635
2025-10-21T17:01:06.791Z,134.283449,-57.423377,2542.78,1417741.03,5724.28,102.40,0.001062,13.7756,9.0098
2025-10-21T16:01:06.791Z,159.626740,-53.908347,2836.02,1357430.72,5284.58,113.11,0.056014,7.2136,7.3559
2025-10-21T15:01:06.791Z,218.906033,44.968689,2839.79,1228631.62,6515.80,94.51,0.159062,2.3553,13.2116
2025-10-21T14:01:06.791Z,81.439429,54.677306,2412.31,1100330.51,5214.50,115.49,0.066861,13.8403,12.1550
2025-10-21T13:01:06.791Z,282.518867,-19.469052,2446.07,1338124.62,6001.69,96.58,0.009241,11.1267,8.2617
2025-10-21T12:01:06.791Z,82.754400,-40.816090,2474.25,1202267.07,6720.05,101.21,0.153538,17.0642,14.7061
2025-10-21T11:01:06.791Z,184.598551,-59.317271,2705.31,1284070.85,5434.18,108.73,0.195433,11.4332,5.2181
2025-10-21T10:01:06.791Z,126.078519,-73.450224,2445.30,1485556.52,6018.63,96.15,0.011275,19.3809,8.7528
2025-10-21T09:01:06.791Z,279.802182,71.391948,2797.23,1107665.13,5779.47,88.26,0.130819,2.8521,8.5152
2025-10-21T08:01:06.791Z,334.411790,-61.355230,2797.12,1103964.56,5138.33,107.52,0.066075,18.6897,6.4667
2025-10-21T07:01:06.791Z,35.273727,2.360361,2571.54,1387227.76,5597.55,83.66,0.152125,3.9439,8.4105
2025-10-21T06:01:06.791Z,132.690653,78.121804,2284.50,1032429.44,6912.26,84.59,0.086981,14.1114,14.2633
2025-10-21T05:01:06.791Z,317.047630,46.116916,5364.54,1419013.77,6181.12,102.01,0.127413,16.6032,6.6339
2025-10-21T04:01:06.791Z,8.267758,-49.422147,2539.08,1169736.14,5873.74,108.77,0.168392,19.0320,6.4775
2025-10-21T03:01:06.791Z,36.878037,26.287710,2719.63,1312322.11,6265.57,88.18,0.086725,9.3531,8.5896
2025-10-21T02:01:06.791Z,340.796920,56.033348,2630.95,1313655.96,5875.08,92.24,0.118079,11.1742,10.2944
2025-10-21T01:01:06.791Z,95.003912,33.392466,2525.01,1037930.38,6895.32,94.62,0.020091,14.1914,12.7455
2025-10-21T00:01:06.791Z,310.600458,16.218855,1785.09,1063425.50,6787.04,452.07,0.193295,5.6532,7.1454
2025-10-20T23:01:06.791Z,8.622972,-48.345469,2851.67,1132753.17,6713.56,110.59,0.036894,10.1018,12.9665
2025-10-20T22:01:06.791Z,226.427427,-32.472261,6334.96,1174097.88,6851.46,153.57,0.120521,4.5888,13.1334
2025-10-20T21:01:06.791Z,267.827596,-62.242209,2662.93,1260944.25,5707.96,92.64,0.137864,16.1145,6.7817
2025-10-20T20:01:06.791Z,68.626325,-3.838239,5127.36,1307508.87,5895.00,207.77,0.029722,13.4563,13.6140
2025-10-20T19:01:06.791Z,44.832071,49.176450,2779.39,1410099.79,5298.03,93.29,0.155887,0.5636,11.4734
2025-10-20T18:01:06.791Z,56.510314,10.890132,2770.23,1226848.62,5381.55,95.72,0.048879,9.8633,8.2263
2025-10-20T17:01:06.791Z,185.150037,-8.746669,2404.08,1494414.86,5684.78,114.75,0.107948,11.8521,14.1082
2025-10-20T16:01:06.791Z,226.622046,-32.937808,2018.63,1487876.16,5311.56,96.84,0.068958,17.4932,5.3653
2025-10-20T15:01:06.791Z,332.169485,-66.657103,2903.24,1380609.22,6698.42,112.07,0.158944,6.9903,8.0816
2025-10-20T14:01:06.791Z,108.253608,-26.165014,2422.88,1038915.64,6352.74,112.27,0.096258,10.2158,14.0892
2025-10-20T13:01:06.791Z,209.529853,-16.976152,2255.17,1019398.16,6773.46,95.43,0.072117,11.5257,10.3783
2025-10-20T12:01:06.791Z,258.738602,-78.780773,2812.61,1069078.68,5131.71,112.52,0.188935,11.6112,8.8461
2025-10-20T11:01:06.791Z,337.316315,13.285500,2127.60,1331094.75,6489.06,119.83,0.027610,1.2489,13.4145
2025-10-20T10:01:06.791Z,38.136990,-77.668608,2500.27,1024056.19,6455.67,103.01,0.012849,2.5759,13.2645
2025-10-20T09:01:06.791Z,219.103498,-45.640010,2073.16,1462603.08,5612.89,105.48,0.090697,19.3959,10.7583
2025-10-20T08:01:06.791Z,340.018725,-17.557151,2786.52,1469154.74,5860.10,100.09,0.146070,15.6580,9.5996
2025-10-20T07:01:06.791Z,17.246083,-50.126118,8874.58,1236810.22,5033.21,439.18,0.079471,10.9675,14.6903
2025-10-20T06:01:06.791Z,329.469548,48.297032,2839.35,1118617.96,6407.47,114.33,0.173969,10.3168,9.6864
2025-10-20T05:01:06.791Z,168.633842,88.135046,2979.94,1311827.04,6485.02,104.98,0.071593,7.4357,5.7022
2025-10-20T04:01:06.791Z,70.755463,70.629886,2998.97,1133097.67,6313.23,103.18,0.081700,0.6265,9.0897
2025-10-20T03:01:06.791Z,220.652376,-16.630017,2516.47,1047131.36,6523.90,114.53,0.040064,4.1545,8.9914
2025-10-20T02:01:06.791Z,79.413311,87.357699,2203.58,1434726.24,5396.04,115.76,0.170128,3.2242,11.7295
2025-10-20T01:01:06.791Z,313.279994,23.878655,2794.17,1033038.53,6212.49,108.91,0.140289,5.3776,5.3718
2025-10-20T00:01:06.791Z,270.073913,29.344245,2482.57,1334324.92,6291.80,105.98,0.103672,18.1315,7.4669
2025-10-19T23:01:06.791Z,16.372273,-72.901374,2932.83,1481269.24,5798.11,104.05,0.104002,4.0612,10.1555
2025-10-19T22:01:06.791Z,66.181814,61.184221,2860.79,1272929.88,5749.12,103.10,0.183440,9.0780,14.1680
2025-10-19T21:01:06.791Z,58.757486,20.890028,2138.60,1306150.33,6821.05,89.61,0.173864,17.9343,10.1430
2025-10-19T20:01:06.791Z,19.043968,-39.145803,2603.34,1291045.86,6969.10,112.89,0.161508,11.3226,8.7002
2025-10-19T19:01:06.791Z,232.536582,-10.745139,2511.50,1429095.28,6987.21,82.49,0.039332,15.7876,12.7197
2025-10-19T18:01:06.791Z,118.062676,-50.553283,2013.57,1351744.09,6840.27,87.04,0.067364,14.8297,5.7113
2025-10-19T17:01:06.791Z,39.122657,-48.549832,2300.69,1362385.92,6736.80,108.62,0.097586,12.8677,5.1935
2025-10-19T16:01:06.791Z,135.750323,-42.425883,2445.93,1417160.03,6374.89,88.28,0.013087,6.9050,9.2433
2025-10-19T15:01:06.791Z,359.683971,-77.373587,2365.66,1130331.58,6316.81,84.06,0.140157,13.4787,8.3045
2025-10-19T14:01:06.791Z,299.322701,-89.126648,2223.97,1197974.88,5284.93,94.01,0.166423,5.8879,8.2321
2025-10-19T13:01:06.791Z,230.318460,68.212537,2899.56,1388340.46,6146.50,85.65,0.042904,17.6845,13.3092
2025-10-19T12:01:06.791Z,25.182210,32.232094,2681.14,1485757.65,6364.28,107.67,0.124330,12.8578,5.4333
2025-10-19T11:01:06.791Z,258.720302,57.489184,2490.43,1045414.49,6920.78,109.77,0.118072,0.5393,10.4722
2025-10-19T10:01:06.791Z,193.535019,43.458824,2971.26,1477159.48,6813.23,86.90,0.057090,13.0686,7.3904
2025-10-19T09:01:06.791Z,126.048645,64.925673,2826.18,1067545.19,5333.69,117.00,0.111460,17.3186,9.4579
2025-10-19T08:01:06.791Z,249.837883,45.318994,2336.12,1073340.22,5126.34,80.69,0.021673,1.4725,9.7190
2025-10-19T07:01:06.791Z,85.353760,-41.946960,2593.52,1022395.60,5906.90,114.02,0.199011,14.8119,6.9376
2025-10-19T06:01:06.791Z,289.163230,28.302606,2412.18,1195274.27,6255.32,117.41,0.129104,1.5084,10.3152
2025-10-19T05:01:06.791Z,197.236465,-65.803190,2103.85,1422987.81,6825.55,92.16,0.133640,9.2895,13.9746
2025-10-19T04:01:06.791Z,282.962366,81.487228,2178.02,1374508.28,5848.72,103.05,0.178243,19.4422,8.3566
2025-10-19T03:01:06.791Z,194.123267,32.343708,2469.67,1068542.84,5108.84,114.95,0.050769,12.4673,6.8375
2025-10-19T02:01:06.791Z,355.079369,45.382769,2931.76,1378891.76,5144.38,81.56,0.053726,9.9039,14.5256
2025-10-19T01:01:06.791Z,57.865306,77.775141,2567.79,1022475.81,5632.91,107.19,0.147172,14.9541,7.3289
2025-10-19T00:01:06.791Z,165.567671,-60.642959,2573.41,1016401.39,6060.09,90.52,0.127327,2.1936,7.0523
2025-10-18T23:01:06.791Z,208.231999,46.409098,2166.45,1300172.65,5343.18,99.11,0.016962,4.9671,6.5827
2025-10-18T22:01:06.791Z,330.294313,65.189754,2191.77,1108619.44,5287.91,99.05,0.028119,19.7121,9.3809
2025-10-18T21:01:06.791Z,123.452458,15.966206,2204.18,1030093.71,6253.60,94.65,0.100388,4.0641,14.4876
2025-10-18T20:01:06.791Z,303.139068,40.364972,2159.54,1396109.90,5376.03,92.66,0.181112,0.1376,11.9863
2025-10-18T19:01:06.791Z,221.080221,28.133425,2946.33,1285964.71,5769.22,92.86,0.029099,6.9389,7.9578
2025-10-18T18:01:06.791Z,295.544920,-74.163496,2199.47,1161775.80,6825.02,87.77,0.068302,6.1971,7.4252
2025-10-18T17:01:06.791Z,249.597272,52.625049,2562.33,1310713.94,6408.46,111.30,0.027677,12.0664,9.4815
2025-10-18T16:01:06.791Z,47.104201,51.216842,2160.65,1060334.86,5818.40,102.02,0.151004,5.0017,9.1545
2025-10-18T15:01:06.791Z,98.643760,-14.776371,2367.57,1414313.37,6899.26,86.52,0.067087,8.7418,10.8893
2025-10-18T14:01:06.791Z,116.455599,6.056025,2246.27,1472792.22,5144.62,85.08,0.084989,8.7443,6.7608
2025-10-18T13:01:06.791Z,86.502683,31.285696,2133.11,1096314.83,5621.01,112.83,0.199275,0.2933,12.5937
2025-10-18T12:01:06.791Z,127.220895,-29.011649,2445.02,1137941.50,5656.06,104.04,0.049840,6.8718,12.7002
2025-10-18T11:01:06.791Z,248.982544,-20.597425,2447.78,1476176.37,6204.05,105.14,0.096053,6.8721,14.1251
2025-10-18T10:01:06.791Z,128.779734,65.006178,2952.59,1362189.39,5536.99,94.55,0.197267,12.8825,5.2251
2025-10-18T09:01:06.791Z,100.329248,-27.025236,2397.11,1423836.58,6510.52,104.69,0.037943,11.5507,11.8506
2025-10-18T08:01:06.791Z,24.566666,-2.153127,2967.48,1216191.70,6283.14,105.23,0.009854,11.1844,12.9189
2025-10-18T07:01:06.791Z,139.331216,-83.535460,2992.85,1172339.90,5576.62,113.97,0.055052,8.4574,6.1433
2025-10-18T06:01:06.791Z,156.438775,-69.174821,2433.99,1335917.52,5736.85,83.24,0.155997,19.8330,8.6377
2025-10-18T05:01:06.791Z,40.109643,-34.095715,2368.80,1030249.25,5699.30,119.49,0.083686,17.3745,14.3026
2025-10-18T04:01:06.791Z,319.302950,18.416381,9209.88,1448899.37,5556.16,341.24,0.073243,1.5994,5.4984
2025-10-18T03:01:06.791Z,187.240495,-52.462396,2036.28,1008284.16,5383.59,97.84,0.016626,17.8169,12.2756
2025-10-18T02:01:06.791Z,257.665709,67.486682,2588.48,1163231.26,5079.94,97.48,0.080286,12.9533,12.0124
2025-10-18T01:01:06.791Z,41.884014,40.629036,2113.13,1377639.67,5662.09,101.50,0.026371,7.7792,7.3400
2025-10-18T00:01:06.791Z,12.188594,-52.519114,2581.05,1231303.15,6612.86,102.54,0.164313,4.6052,10.0711
2025-10-17T23:01:06.791Z,225.464762,-40.742959,2573.90,1270670.20,6984.14,111.99,0.137472,14.6532,8.9646
2025-10-17T22:01:06.791Z,333.985192,-10.447802,2032.74,1149531.79,6482.34,93.15,0.114750,16.4276,9.7985
2025-10-17T21:01:06.791Z,70.092631,-2.475493,2282.56,1088515.02,6455.97,377.51,0.100105,18.1593,9.8381
2025-10-17T20:01:06.791Z,71.257058,-71.394054,2768.40,1071107.21,6008.79,83.90,0.119235,17.8754,10.8387
2025-10-17T19:01:06.791Z,41.925078,71.672043,2084.97,1105069.80,6405.15,96.88,0.052542,16.6727,6.4971
2025-10-17T18:01:06.791Z,223.055024,48.698598,2112.84,1083542.34,5730.00,87.30,0.199896,7.6989,5.4033
2025-10-17T17:01:06.791Z,140.006454,83.390225,2272.17,1370701.79,5134.06,105.91,0.028759,11.7495,9.1010
2025-10-17T16:01:06.791Z,88.044377,-26.919583,2074.10,1214267.26,5185.66,84.81,0.101236,12.4239,13.7188
2025-10-17T15:01:06.791Z,202.259024,-65.319597,2704.42,1034066.17,5567.41,110.28,0.093696,6.9906,13.5077
2025-10-17T14:01:06.791Z,57.089648,49.390500,2949.84,1188829.44,6697.79,97.51,0.021246,7.6960,10.4806
2025-10-17T13:01:06.791Z,16.122032,29.969688,2019.88,1010223.61,6587.58,113.31,0.170137,13.4252,13.7047
2025-10-17T12:01:06.791Z,93.420181,-86.711931,2510.50,1465998.67,5663.37,108.04,0.179953,7.2230,6.5957
2025-10-17T11:01:06.791Z,111.445143,-15.097375,6430.43,1342082.96,6709.66,128.71,0.140180,5.7126,5.1499
2025-10-17T10:01:06.791Z,80.408286,28.021936,2185.70,1110811.51,5804.92,107.82,0.045212,0.7123,6.6063
2025-10-17T09:01:06.791Z,89.323858,-78.426934,2506.31,1361603.09,6329.23,97.54,0.090724,9.6942,14.3142
2025-10-17T08:01:06.791Z,325.455023,-8.797921,2023.96,1022046.06,5320.87,105.19,0.123109,5.4031,13.1216
2025-10-17T07:01:06.791Z,333.632440,-65.732473,2874.01,1170095.72,5924.22,100.16,0.186155,19.2031,14.2097
2025-10-17T06:01:06.791Z,160.554211,36.306083,2550.18,1120787.14,6833.54,85.48,0.128851,12.4113,9.5088
2025-10-17T05:01:06.791Z,258.753483,-51.877776,2187.16,1087950.24,5076.12,82.38,0.104249,0.9196,7.8218
2025-10-17T04:01:06.791Z,75.570974,57.701671,2721.49,1430182.68,6707.90,81.56,0.041826,5.3502,6.4512
2025-10-17T03:01:06.791Z,176.622679,9.833238,2918.47,1327832.62,6117.09,113.66,0.039125,6.0311,9.4033
2025-10-17T02:01:06.791Z,255.267000,-7.243762,2158.75,1038417.48,6493.47,88.25,0.184942,4.3972,12.5891
2025-10-17T01:01:06.791Z,111.153474,-25.016637,2854.97,1349313.27,6952.12,101.12,0.105650,7.4069,7.7866
2025-10-17T00:01:06.791Z,43.940457,-43.150716,2157.54,1356164.33,6713.26,95.76,0.083514,15.4060,13.5582
2025-10-16T23:01:06.791Z,141.107770,-17.082627,2312.15,1193468.71,5121.01,91.67,0.150794,5.2235,7.0544
2025-10-16T22:01:06.791Z,1.579074,51.364430,2383.65,1438964.15,5396.95,117.23,0.076927,4.3651,11.6134
2025-10-16T21:01:06.791Z,205.407994,58.478279,2032.10,1045860.46,6385.75,110.09,0.071682,13.7465,8.8923
2025-10-16T20:01:06.791Z,124.644613,55.606642,2823.81,1004366.82,5183.93,117.50,0.045622,2.8529,8.0591
2025-10-16T19:01:06.791Z,10.819484,-12.844989,2266.93,1075325.85,6600.62,113.88,0.115804,3.6018,7.9856
2025-10-16T18:01:06.791Z,274.005749,-26.901898,2355.06,1081959.14,6496.20,108.13,0.100715,18.4929,12.4280
2025-10-16T17:01:06.791Z,307.451484,-44.796585,2934.41,1450650.47,6926.93,109.21,0.141249,16.3029,10.6525
2025-10-16T16:01:06.791Z,263.613648,62.508033,2967.77,1001578.76,6361.80,118.09,0.187643,16.3720,12.8571
2025-10-16T15:01:06.791Z,134.684216,43.478754,2427.66,1499682.79,5050.33,14.29,0.160334,11.5801,9.2337
2025-10-16T14:01:06.791Z,305.968632,55.041334,2567.51,1130096.86,5027.13,103.80,0.143415,15.2005,9.6078
2025-10-16T13:01:06.791Z,319.261253,3.727446,2390.57,1173400.51,5047.39,91.73,0.045545,6.1340,5.3530
2025-10-16T12:01:06.791Z,335.165505,7.035774,2209.43,1299739.61,5556.64,84.32,0.124635,0.0083,11.3898
2025-10-16T11:01:06.791Z,327.367166,65.200309,2437.77,1313363.87,6675.21,107.21,0.107435,6.2586,10.5428
2025-10-16T10:01:06.791Z,7.407694,80.311212,2620.36,1333494.77,6864.62,117.24,0.110261,18.8469,8.2267
2025-10-16T09:01:06.791Z,77.550315,-61.977049,2150.86,1134549.75,6424.09,98.70,0.146191,0.3162,5.4595
2025-10-16T08:01:06.791Z,311.443353,-49.498190,2538.99,1429482.37,6524.96,101.81,0.088728,5.7749,5.4591
2025-10-16T07:01:06.791Z,45.231430,-78.471422,2014.50,1021559.90,5580.23,101.84,0.005187,18.6191,10.9093
2025-10-16T06:01:06.791Z,53.075868,-86.238024,2327.16,1386756.93,6642.74,119.94,0.103248,8.8720,6.5940
2025-10-16T05:01:06.791Z,268.972551,59.245647,2140.95,1306191.41,5502.75,91.97,0.031913,18.3873,12.8850
2025-10-16T04:01:06.791Z,188.194240,69.463067,2908.45,1439359.84,5721.13,95.96,0.118346,0.2573,13.4741
2025-10-16T03:01:06.791Z,7.295330,-16.983013,2854.56,1497540.19,5131.65,108.29,0.135538,6.0039,9.5485
2025-10-16T02:01:06.791Z,192.769241,-39.203792,2119.22,1150990.55,6240.35,83.35,0.024694,10.1864,8.8541
2025-10-16T01:01:06.791Z,219.324973,29.998609,2617.43,1400212.17,5025.46,116.06,0.161213,11.1955,7.4450
2025-10-16T00:01:06.791Z,242.025342,-56.259631,2178.22,1127691.58,6284.24,93.76,0.047061,8.1529,8.9639
2025-10-15T23:01:06.791Z,131.217335,-73.716096,2723.05,1203378.72,5643.86,113.36,0.152289,10.8722,7.0690
2025-10-15T22:01:06.791Z,262.480223,51.595110,2499.14,1154981.97,5945.81,119.02,0.107893,14.0204,6.4889
